Week.Ending.Date,Geographic.aggregation,Number.of.Inpatient.Beds.Occupied,Total.COVID.19.Admissions,Total.Influenza.Admissions,Total.RSV.Admissions,Total.Adult.RSV.Admissions
2/24/2024,VA,11927,590,207,0,0
2/24/2024,VT,830,26,26,0,0
2/24/2024,WI,7991,332,213,NA,NA
2/24/2024,WY,587,14,27,0,0
3/2/2024,AK,1000,22,11,1,1
3/2/2024,AR,5287,221,278,0,0
3/2/2024,AZ,10967,242,182,4,2
3/2/2024,CA,48804,1501,266,9,6
3/2/2024,CO,7045,137,93,1,0
3/2/2024,CT,5825,177,212,2,2
3/2/2024,DE,2049,79,33,7,7
3/2/2024,FL,42702,1452,538,0,0
3/2/2024,GA,16543,859,203,0,0
3/2/2024,HI,1923,107,16,1,1
3/2/2024,IA,4630,91,180,0,0
3/2/2024,ID,1950,69,61,3,1
3/2/2024,IL,19594,657,331,0,0
3/2/2024,IN,10921,374,390,2,2
3/2/2024,KS,4737,167,87,4,1
3/2/2024,KY,8969,272,280,11,9
3/2/2024,LA,8315,321,77,0,0
3/2/2024,MD,8549,278,176,0,0
3/2/2024,ME,2099,50,64,1,1
3/2/2024,MI,16249,544,1017,1,1
3/2/2024,MO,12101,398,443,2,2
3/2/2024,MS,5091,151,67,0,0
3/2/2024,MT,1670,46,27,0,0
3/2/2024,ND,1389,36,22,7,5
3/2/2024,NE,3293,104,95,0,0
3/2/2024,NH,2103,44,39,1,1
3/2/2024,NY,36225,1106,773,16,14
3/2/2024,OH,20717,517,637,1,1
3/2/2024,OK,5847,241,179,7,3
3/2/2024,OR,5158,150,76,3,1
3/2/2024,PA,23168,638,544,16,13
3/2/2024,PR,5267,107,43,0,0
3/2/2024,RI,1736,19,27,0,0
3/2/2024,SD,1454,40,46,1,0
3/2/2024,TX,43717,1656,811,0,0
3/2/2024,UT,3618,85,17,1,1
3/2/2024,VA,12026,488,219,0,0
3/2/2024,VT,860,19,30,0,0
3/2/2024,WA,9790,270,75,7,7
3/2/2024,WY,596,5,25,0,0
3/9/2024,AK,1004,33,5,1,1
3/9/2024,AR,5424,212,247,0,0
3/9/2024,AZ,10924,196,125,3,1
3/9/2024,CA,48272,1262,207,7,6
3/9/2024,CO,6969,129,80,1,0
3/9/2024,CT,5790,164,165,1,1
3/9/2024,DC,2305,55,36,0,0
3/9/2024,DE,2041,50,26,1,1
3/9/2024,FL,42992,1198,536,0,0
3/9/2024,GA,16396,748,156,0,0
3/9/2024,HI,1908,77,9,0,0
3/9/2024,IA,4600,99,178,0,0
3/9/2024,ID,1890,42,70,3,2
3/9/2024,IL,19484,550,267,4,4
3/9/2024,IN,10725,306,414,1,1
3/9/2024,KS,4664,148,84,1,1
3/9/2024,KY,8973,330,190,1,1
3/9/2024,LA,8314,276,55,0,0
3/9/2024,MD,8460,242,170,0,0
3/9/2024,ME,2068,40,50,0,0
3/9/2024,MI,16270,480,851,1,1
3/9/2024,MO,12083,372,408,2,2
3/9/2024,MS,5101,149,61,0,0
3/9/2024,MT,1688,44,28,0,0
3/9/2024,ND,1379,38,21,0,0
3/9/2024,NE,3283,110,86,1,1
3/9/2024,NH,2087,54,33,0,0
3/9/2024,NY,36163,883,596,7,5
3/9/2024,OH,20691,379,623,1,1
3/9/2024,OK,5868,238,181,5,2
3/9/2024,OR,5222,129,79,0,0
3/9/2024,PA,23124,556,511,26,24
3/9/2024,PR,5243,62,52,0,0
3/9/2024,RI,1701,31,23,0,0
3/9/2024,SD,1381,41,37,0,0
3/9/2024,TN,14599,403,188,0,0
3/9/2024,TX,43165,1425,637,0,0
3/9/2024,UT,3632,113,14,3,0
3/9/2024,VA,11998,471,196,0,0
3/9/2024,VT,842,18,29,0,0
3/9/2024,WA,9726,228,56,31,24
3/9/2024,WI,7847,234,197,0,0
3/9/2024,WY,554,7,15,0,0
3/16/2024,AK,1005,18,9,1,0
3/16/2024,AR,5268,171,190,0,0
3/16/2024,AZ,10888,183,134,1,0
3/16/2024,CA,48678,1118,188,4,4
3/16/2024,CO,6698,121,96,0,0
3/16/2024,CT,5825,123,99,1,1
3/16/2024,DE,2004,30,18,5,4
3/16/2024,FL,43064,925,516,0,0
3/16/2024,GA,16336,490,102,0,0
3/16/2024,IA,4583,65,115,0,0
3/16/2024,ID,1850,55,68,4,3
3/16/2024,IL,19740,466,250,0,0
3/16/2024,IN,10722,263,275,3,1
3/16/2024,KS,4525,145,95,0,0
3/16/2024,KY,8824,192,142,1,1
3/16/2024,LA,8173,196,40,0,0
3/16/2024,MD,8406,176,114,0,0
3/16/2024,ME,2039,33,33,0,0
3/16/2024,MI,16322,396,599,0,0
3/16/2024,MO,11894,269,278,0,0
3/16/2024,MS,4896,102,55,0,0
3/16/2024,MT,1675,33,35,0,0
3/16/2024,ND,1367,30,29,0,0
3/16/2024,NE,3236,103,69,0,0
3/16/2024,NH,2082,46,38,0,0
3/16/2024,NY,35848,694,414,10,10
3/16/2024,OH,20472,407,357,4,1
3/16/2024,OK,5755,187,139,2,1
3/16/2024,OR,5245,141,68,1,0
3/16/2024,PA,22609,439,369,22,15
3/16/2024,PR,5359,87,63,0,0
3/16/2024,RI,1750,18,21,0,0
3/16/2024,SD,1414,22,43,1,1
3/16/2024,TN,14256,287,129,0,0
3/16/2024,TX,42328,1216,538,0,0
3/16/2024,UT,3632,75,13,4,2
3/16/2024,VA,11998,386,134,0,0
3/16/2024,VT,805,11,24,1,1
3/16/2024,WA,9683,191,85,35,28
3/16/2024,WI,7775,215,183,0,0
3/16/2024,WY,554,18,11,2,1
3/23/2024,AK,994,12,10,1,0
3/23/2024,AR,5030,140,103,0,0
3/23/2024,AZ,10917,157,106,0,0
3/23/2024,CA,48817,1006,175,3,2
3/23/2024,CO,6776,114,97,0,0
3/23/2024,CT,5824,85,83,1,1
3/23/2024,DE,1976,32,16,0,0
3/23/2024,FL,41952,792,423,0,0
3/23/2024,GA,16326,402,81,10,0
3/23/2024,HI,1879,69,6,0,0
3/23/2024,IA,4620,45,94,3,3
3/23/2024,ID,1838,51,55,2,0
3/23/2024,IL,19591,386,212,2,2
3/23/2024,IN,10798,214,174,1,1
3/23/2024,KS,4568,98,66,1,0
3/23/2024,KY,9151,147,129,0,0
3/23/2024,LA,8109,180,33,0,0
3/23/2024,MD,8414,151,75,0,0
3/23/2024,ME,2102,40,26,0,0
3/23/2024,MI,16132,322,530,1,1
3/23/2024,MO,11686,244,192,0,0
3/23/2024,MS,4948,102,45,0,0
3/23/2024,MT,1677,39,21,0,0
3/23/2024,ND,1352,27,20,0,0
3/23/2024,NE,3227,64,60,0,0
3/23/2024,NH,2081,25,25,0,0
3/23/2024,NY,35985,637,356,9,9
3/23/2024,OH,20246,317,299,4,1
3/23/2024,OK,5609,166,94,6,5
3/23/2024,OR,5327,129,97,0,0
3/23/2024,PA,22798,408,345,13,7
3/23/2024,PR,5227,52,50,0,0
3/23/2024,RI,1767,17,13,0,0
3/23/2024,SD,1376,19,59,0,0
3/23/2024,TN,14367,242,127,0,0
3/23/2024,TX,42198,1060,398,1,1
3/23/2024,UT,3676,65,11,1,0
3/23/2024,VA,11862,367,135,0,0
3/23/2024,VT,831,15,18,0,0
3/23/2024,WA,9716,197,81,25,16
3/23/2024,WI,7784,183,132,NA,NA
3/23/2024,WY,527,5,5,0,0
3/30/2024,AK,987,6,8,0,0
3/30/2024,AL,9627,208,60,0,0
3/30/2024,AR,5290,104,82,0,0
3/30/2024,AZ,10876,157,97,3,0
3/30/2024,CA,48060,876,180,3,2
3/30/2024,CO,6707,124,68,0,0
3/30/2024,CT,5890,69,89,0,0
3/30/2024,DC,2282,23,18,0,0
3/30/2024,DE,1950,37,15,0,0
3/30/2024,FL,41355,680,404,0,0
3/30/2024,GA,16070,362,64,0,0
3/30/2024,HI,1856,60,7,NA,NA
3/30/2024,IA,4639,42,90,2,1
3/30/2024,ID,1882,36,45,4,1
3/30/2024,IL,19258,378,201,4,4
3/30/2024,IN,10362,195,175,0,0
3/30/2024,KS,4694,97,66,0,0
3/30/2024,KY,8784,137,120,0,0
3/30/2024,LA,8061,133,47,0,0
3/30/2024,MD,8189,114,76,1,1
3/30/2024,ME,2085,22,23,0,0
3/30/2024,MI,15876,269,523,1,1
3/30/2024,MO,11642,170,193,0,0
3/30/2024,MS,4916,53,47,0,0
3/30/2024,MT,1638,27,29,0,0
3/30/2024,ND,1365,20,31,0,0
3/30/2024,NE,3328,70,51,0,0
3/30/2024,NH,2039,14,17,0,0
3/30/2024,NY,35421,535,391,5,5
3/30/2024,OH,19952,260,244,4,2
3/30/2024,OK,5668,143,91,1,1
3/30/2024,OR,5129,82,64,0,0
3/30/2024,PA,22263,334,267,12,8
3/30/2024,PR,5056,70,47,0,0
3/30/2024,RI,1700,19,14,0,0
3/30/2024,SD,1356,20,33,0,0
3/30/2024,TX,42309,917,360,0,0
3/30/2024,UT,3654,57,11,3,0
3/30/2024,VA,11666,340,111,0,0
3/30/2024,WA,9457,147,56,16,12
3/30/2024,WI,7748,156,126,0,0
3/30/2024,WY,536,9,11,2,0
4/6/2024,AK,940,6,7,0,0
4/6/2024,AL,9487,192,39,0,0
4/6/2024,AR,5036,83,60,0,0
4/6/2024,AZ,10626,146,81,1,1
4/6/2024,CA,47531,822,151,2,2
4/6/2024,CO,6675,97,49,0,0
4/6/2024,CT,5899,89,88,0,0
4/6/2024,DE,1901,25,19,1,1
4/6/2024,FL,40960,577,312,0,0
4/6/2024,GA,15750,312,60,0,0
4/6/2024,IA,4605,42,82,2,2
4/6/2024,ID,1869,34,31,2,2
4/6/2024,IL,19153,322,182,3,3
4/6/2024,IN,10234,156,166,1,1
4/6/2024,KS,4509,85,42,0,0
4/6/2024,KY,8498,124,102,0,0
4/6/2024,LA,8026,118,32,1,1
4/6/2024,MD,8274,115,88,0,0
4/6/2024,ME,2059,22,24,0,0
4/6/2024,MI,15661,265,457,0,0
4/6/2024,MO,11862,158,146,0,0
4/6/2024,MS,4943,54,53,0,0
4/6/2024,MT,1639,17,7,0,0
4/6/2024,ND,1353,22,19,0,0
4/6/2024,NE,3234,30,54,0,0
4/6/2024,NH,2037,20,16,0,0
4/6/2024,NY,35652,547,411,5,5
4/6/2024,OH,20079,295,264,2,1
4/6/2024,OK,5700,97,63,0,0
4/6/2024,OR,5152,80,51,0,0
4/6/2024,PA,22304,359,256,9,5
4/6/2024,PR,4999,41,39,0,0
4/6/2024,RI,1694,26,16,0,0
4/6/2024,SD,1368,22,37,0,0
4/6/2024,TX,42765,828,308,0,0
4/6/2024,UT,3521,59,5,0,0
4/6/2024,VA,11726,308,157,0,0
4/6/2024,VT,852,11,9,0,0
4/6/2024,WA,9350,133,43,17,15
4/6/2024,WI,7795,164,124,0,0
4/6/2024,WY,536,3,7,2,0
4/13/2024,AK,945,7,4,0,0
4/13/2024,AL,9670,158,19,0,0
4/13/2024,AR,5011,64,47,0,0
4/13/2024,AZ,10631,143,85,0,0
4/13/2024,CA,48472,818,179,5,3
4/13/2024,CO,6705,84,55,1,0
4/13/2024,CT,5962,59,62,0,0
4/13/2024,DE,1971,34,7,0,0
4/13/2024,FL,41128,473,326,0,0
4/13/2024,GA,15919,243,57,0,0
4/13/2024,IA,4596,34,63,0,0
4/13/2024,ID,1851,34,12,1,0
4/13/2024,IL,19245,301,186,1,1
4/13/2024,IN,10415,153,112,1,0
4/13/2024,KS,4778,66,27,1,1
4/13/2024,KY,8673,123,67,2,2
4/13/2024,LA,8145,86,30,0,0
4/13/2024,MD,8359,91,55,0,0
4/13/2024,ME,2089,15,15,0,0
4/13/2024,MI,16115,225,334,0,0
4/13/2024,MO,11796,144,108,0,0
4/13/2024,MS,4908,42,38,0,0
4/13/2024,MT,1642,18,9,0,0
4/13/2024,ND,1359,24,18,0,0
4/13/2024,NE,3287,34,45,0,0
4/13/2024,NH,2074,23,14,2,2
4/13/2024,NY,35893,527,366,2,2
4/13/2024,OH,20358,269,193,2,0
4/13/2024,OK,5642,85,35,0,0
4/13/2024,OR,5117,80,33,0,0
4/13/2024,PA,22457,325,196,9,4
4/13/2024,PR,5238,30,43,0,0
4/13/2024,RI,1737,23,14,0,0
4/13/2024,SC,7671,112,64,0,0
4/13/2024,SD,1449,30,14,0,0
4/13/2024,TX,42752,777,275,0,0
4/13/2024,UT,3528,46,1,0,0
4/13/2024,VA,11879,302,110,0,0
4/13/2024,VT,857,9,16,0,0
4/13/2024,WA,9292,102,42,12,10
4/13/2024,WI,7911,96,77,NA,NA
4/13/2024,WY,564,11,6,1,0
4/20/2024,AK,859,2,2,0,0
4/20/2024,AL,9760,142,17,0,0
4/20/2024,AR,5179,56,30,0,0
4/20/2024,AZ,10560,101,79,0,0
4/20/2024,CA,48042,736,157,5,0
4/20/2024,CO,6689,68,26,0,0
4/20/2024,CT,5928,55,57,1,1
4/20/2024,DE,1908,20,8,1,1
4/20/2024,FL,40791,420,239,0,0
4/20/2024,GA,16051,209,40,0,0
4/20/2024,HI,1878,57,5,NA,NA
4/20/2024,IA,4598,29,53,0,0
4/20/2024,ID,1826,29,15,0,0
4/20/2024,IL,19436,229,122,1,1
4/20/2024,IN,10586,139,61,0,0
4/20/2024,KS,4625,72,40,0,0
4/20/2024,KY,8874,69,46,0,0
4/20/2024,LA,8193,78,24,0,0
4/20/2024,MD,8324,81,38,0,0
4/20/2024,ME,2091,20,16,1,1
4/20/2024,MI,16221,194,170,1,1
4/20/2024,MO,11924,131,83,0,0
4/20/2024,MS,4993,37,25,0,0
4/20/2024,MT,1636,17,6,0,0
4/20/2024,ND,1370,11,15,0,0
4/20/2024,NE,3231,33,27,0,0
4/20/2024,NH,2075,19,12,0,0
4/20/2024,NY,36022,447,217,5,5
4/20/2024,OH,20659,210,110,1,0
4/20/2024,OK,5680,77,30,0,0
4/20/2024,OR,5178,63,32,2,0
4/20/2024,PA,22789,259,146,5,4
4/20/2024,PR,5170,39,36,0,0
4/20/2024,RI,1700,20,11,0,0
4/20/2024,SC,7718,74,37,0,0
4/20/2024,SD,1409,17,24,0,0
4/20/2024,TX,42637,735,255,0,0
4/20/2024,UT,3591,57,3,0,0
4/20/2024,VA,11837,273,79,0,0
4/20/2024,WA,9401,104,26,8,7
4/20/2024,WY,542,10,2,0,0
4/27/2024,AK,869,8,5,0,0
4/27/2024,AL,9690,99,15,0,0
4/27/2024,AR,5066,53,60,0,0
4/27/2024,AZ,10560,95,105,0,0
4/27/2024,CA,47533,724,156,0,0
4/27/2024,CO,6629,82,23,0,0
4/27/2024,CT,5885,44,64,0,0
4/27/2024,DE,1867,25,2,0,0
4/27/2024,FL,40241,428,262,0,0
4/27/2024,GA,15973,172,35,0,0
4/27/2024,IA,4550,28,22,0,0
4/27/2024,ID,1830,37,16,0,0
4/27/2024,IL,19061,236,88,3,1
4/27/2024,IN,10319,65,46,0,0
4/27/2024,KS,4616,58,27,1,1
4/27/2024,KY,8609,74,25,0,0
4/27/2024,LA,8038,55,17,0,0
4/27/2024,MD,8170,74,20,0,0
4/27/2024,ME,2074,16,14,0,0
4/27/2024,MI,15828,138,123,0,0
4/27/2024,MO,11725,115,59,0,0
4/27/2024,MS,4923,33,21,0,0
4/27/2024,MT,1658,11,3,0,0
4/27/2024,ND,1328,15,7,0,0
4/27/2024,NE,3208,26,17,0,0
4/27/2024,NH,2010,24,4,0,0
4/27/2024,NY,35229,428,164,5,5
4/27/2024,OH,20128,186,78,0,0
4/27/2024,OK,5565,68,36,5,3
4/27/2024,OR,5064,45,30,0,0
4/27/2024,PA,22236,177,116,5,3
4/27/2024,PR,5308,48,44,0,0
4/27/2024,RI,1696,18,7,0,0
4/27/2024,SC,7913,67,30,NA,NA
4/27/2024,SD,1387,16,14,0,0
4/27/2024,TX,42373,643,171,0,0
4/27/2024,UT,3580,36,6,0,0
4/27/2024,VA,11771,245,58,0,0
4/27/2024,WA,9534,83,37,2,2
4/27/2024,WI,7710,81,37,0,0
4/27/2024,WY,539,8,4,0,0
5/4/2024,AK,840,2,3,0,0
5/4/2024,AL,9483,63,10,0,0
5/4/2024,AR,4947,26,14,0,0
5/4/2024,AZ,10184,109,75,0,0
5/4/2024,CA,44166,555,77,0,0
5/4/2024,CO,6426,40,23,0,0
5/4/2024,CT,5833,60,34,0,0
5/4/2024,DE,1887,26,4,0,0
5/4/2024,FL,39192,312,141,0,0
5/4/2024,GA,14736,117,16,0,0
5/4/2024,IA,3794,11,9,1,0
5/4/2024,ID,1842,22,2,1,1
5/4/2024,IL,15948,124,43,0,0
5/4/2024,IN,10222,49,36,0,0
5/4/2024,KS,4390,43,9,0,0
5/4/2024,KY,8510,58,10,0,0
5/4/2024,LA,6214,24,9,0,0
5/4/2024,MD,8046,42,10,0,0
5/4/2024,ME,2027,14,9,0,0
5/4/2024,MI,16009,132,83,0,0
5/4/2024,MO,11532,60,33,0,0
5/4/2024,MS,4885,12,20,0,0
5/4/2024,MT,1637,13,0,0,0
5/4/2024,ND,1113,4,4,0,0
5/4/2024,NE,3114,22,5,0,0
5/4/2024,NH,2000,10,3,0,0
5/4/2024,NM,3075,33,11,0,0
5/4/2024,NY,34180,330,132,5,5
5/4/2024,OH,19529,99,46,0,0
5/4/2024,OK,5535,38,16,0,0
5/4/2024,OR,4322,39,17,0,0
5/4/2024,PA,22087,172,95,3,2
5/4/2024,PR,5370,60,32,0,0
5/4/2024,RI,1709,10,3,0,0
5/4/2024,SD,1341,8,7,0,0
5/4/2024,TX,41544,274,89,0,0
5/4/2024,UT,3509,22,2,0,0
5/4/2024,VA,11713,133,58,0,0
5/4/2024,WA,9513,88,25,2,2
5/4/2024,WI,6014,57,15,0,0
5/4/2024,WY,560,6,4,0,0
5/11/2024,AL,1465,38,0,0,0
5/11/2024,AR,2168,10,12,0,0
5/11/2024,AZ,7262,91,73,5,5
5/11/2024,CA,28611,438,49,0,0
5/11/2024,CO,1863,18,12,0,0
5/11/2024,CT,5465,69,22,0,0
5/11/2024,DE,1648,15,1,0,0
5/11/2024,FL,12659,161,85,0,0
5/11/2024,GA,4771,35,7,0,0
5/11/2024,IA,2884,11,3,0,0
5/11/2024,IL,9166,89,13,1,0
5/11/2024,IN,5298,46,12,0,0
5/11/2024,KS,1014,23,5,0,0
5/11/2024,KY,4365,32,3,0,0
5/11/2024,LA,4133,17,8,0,0
5/11/2024,MD,5236,41,5,0,0
5/11/2024,ME,1741,8,8,0,0
5/11/2024,MI,12687,106,50,0,0
5/11/2024,MO,5294,29,18,0,0
5/11/2024,MS,3530,8,14,0,0
5/11/2024,MT,997,8,2,0,0
5/11/2024,ND,216,2,0,0,0
5/11/2024,NE,320,7,1,0,0
5/11/2024,NH,639,7,0,0,0
5/11/2024,NY,22357,230,52,4,4
5/11/2024,OH,6726,35,9,0,0
5/11/2024,OK,1758,19,9,0,0
5/11/2024,OR,3207,31,18,0,0
5/11/2024,PA,19082,164,84,1,1
5/11/2024,PR,5216,40,28,0,0
5/11/2024,RI,1699,9,4,0,0
5/11/2024,TX,2457,8,1,0,0
5/11/2024,UT,2287,26,3,0,0
5/11/2024,VA,5383,41,39,0,0
5/11/2024,WA,9676,101,28,5,5
5/11/2024,WY,623,6,0,0,0
5/18/2024,AL,467,10,2,0,0
5/18/2024,AR,2124,10,0,0,0
5/18/2024,AZ,5842,77,66,2,2
5/18/2024,CA,27450,486,57,0,0
5/18/2024,CO,1554,21,6,0,0
5/18/2024,CT,5391,48,10,0,0
5/18/2024,DC,2198,8,2,0,0
5/18/2024,DE,1592,17,1,0,0
5/18/2024,FL,11410,196,91,0,0
5/18/2024,GA,4523,31,6,0,0
5/18/2024,HI,613,15,2,0,0
5/18/2024,IA,2756,8,3,0,0
5/18/2024,IL,8963,77,10,0,0
5/18/2024,IN,5986,25,11,0,0
5/18/2024,KS,825,28,2,2,0
5/18/2024,KY,4339,29,5,0,0
5/18/2024,LA,3744,18,3,0,0
5/18/2024,MD,3997,31,0,0,0
5/18/2024,ME,1289,8,3,0,0
5/18/2024,MI,12693,82,31,0,0
5/18/2024,MO,4982,30,11,0,0
5/18/2024,MS,2910,9,22,0,0
5/18/2024,MT,1038,12,1,0,0
5/18/2024,ND,198,1,1,0,0
5/18/2024,NE,274,3,2,0,0
5/18/2024,NY,20457,242,28,0,0
5/18/2024,OH,5976,38,12,2,0
5/18/2024,OK,1621,28,5,0,0
5/18/2024,OR,3099,37,21,1,1
5/18/2024,PA,18642,140,92,1,1
5/18/2024,PR,481,3,17,0,0
5/18/2024,TX,1833,2,0,0,0
5/18/2024,VA,4855,38,39,0,0
5/18/2024,WA,9535,102,12,7,7
5/18/2024,WI,4598,45,11,NA,NA
5/18/2024,WY,605,4,1,0,0
5/25/2024,AL,495,14,0,0,0
5/25/2024,AR,2173,28,2,2,2
5/25/2024,AZ,5825,93,66,0,0
5/25/2024,CA,26793,505,42,0,0
5/25/2024,CO,1523,26,11,0,0
5/25/2024,CT,5345,66,6,0,0
5/25/2024,DE,1540,12,1,0,0
5/25/2024,FL,11075,202,97,0,0
5/25/2024,GA,3289,18,3,0,0
5/25/2024,HI,576,24,2,0,0
5/25/2024,IA,2726,7,2,0,0
5/25/2024,IL,7796,63,9,0,0
5/25/2024,IN,4912,37,4,1,1
5/25/2024,KS,810,9,5,0,0
5/25/2024,KY,3636,25,3,0,0
5/25/2024,LA,3678,15,9,0,0
5/25/2024,MD,2338,23,0,0,0
5/25/2024,ME,1258,9,5,0,0
5/25/2024,MI,12465,83,29,0,0
5/25/2024,MO,4793,28,10,0,0
5/25/2024,MS,2633,10,8,0,0
5/25/2024,MT,996,21,1,0,0
5/25/2024,ND,186,0,0,0,0
5/25/2024,NE,281,4,0,0,0
5/25/2024,NY,16856,265,20,0,0
5/25/2024,OH,5583,35,11,0,0
5/25/2024,OK,1609,19,6,0,0
5/25/2024,OR,3137,28,14,0,0
5/25/2024,PA,18316,129,85,2,1
5/25/2024,PR,450,10,4,0,0
5/25/2024,TX,3170,8,3,0,0
5/25/2024,VA,4830,33,32,0,0
5/25/2024,WA,9433,122,21,4,4
6/1/2024,AL,465,0,0,0,0
6/1/2024,AR,2136,8,6,1,1
6/1/2024,AZ,5566,90,68,2,2
6/1/2024,CA,26259,557,56,0,0
6/1/2024,CO,1476,27,10,0,0
6/1/2024,CT,5416,86,4,1,1
6/1/2024,DE,1543,12,0,0,0
6/1/2024,FL,10734,252,77,0,0
6/1/2024,GA,3284,21,5,0,0
6/1/2024,HI,620,30,6,2,0
6/1/2024,IA,2641,8,1,0,0
6/1/2024,IL,7524,75,9,1,0
6/1/2024,IN,5189,28,5,0,0
6/1/2024,KS,737,10,2,0,0
6/1/2024,KY,3404,14,5,0,0
6/1/2024,LA,3664,23,6,0,0
6/1/2024,MD,2310,29,5,0,0
6/1/2024,ME,1220,7,5,0,0
6/1/2024,MI,12465,89,15,0,0
6/1/2024,MO,4298,24,6,0,0
6/1/2024,MS,2528,2,13,0,0
6/1/2024,MT,1015,13,2,0,0
6/1/2024,ND,188,0,0,0,0
6/1/2024,NE,217,1,0,0,0
6/1/2024,NM,3061,31,10,0,0
6/1/2024,NY,15982,227,12,0,0
6/1/2024,OH,5412,29,5,0,0
6/1/2024,OK,1526,17,2,0,0
6/1/2024,OR,3112,41,17,0,0
6/1/2024,PA,17571,119,79,3,1
6/1/2024,PR,489,8,10,0,0
6/1/2024,TX,2990,3,0,0,0
6/1/2024,VA,4607,36,45,0,0
6/1/2024,WA,9368,131,21,1,1
6/1/2024,WY,590,13,0,1,0
6/8/2024,PA,17656,126,59,0,0
6/8/2024,PR,474,19,9,0,0
6/8/2024,TX,2957,7,1,0,0
6/8/2024,VA,4585,41,24,0,0
6/8/2024,WA,9331,157,39,1,1
6/8/2024,WI,4578,51,0,0,0
6/8/2024,WY,583,6,5,0,0
6/8/2024,AL,334,1,0,0,0
6/8/2024,AR,2119,20,5,0,0
6/8/2024,AZ,5630,106,53,1,1
6/8/2024,CA,26506,606,59,0,0
6/8/2024,CO,1492,19,4,0,0
6/8/2024,CT,5430,74,5,0,0
6/8/2024,DC,1776,8,0,0,0
6/8/2024,DE,1556,16,1,0,0
6/8/2024,FL,10482,283,81,0,0
6/8/2024,GA,3252,25,2,0,0
6/8/2024,HI,637,34,1,0,0
6/8/2024,IA,2760,13,0,0,0
6/8/2024,IL,7594,76,8,0,0
6/8/2024,IN,4440,37,5,0,0
6/8/2024,KS,768,9,5,0,0
6/8/2024,KY,2197,12,7,0,0
6/8/2024,LA,3659,28,5,0,0
6/8/2024,MD,2260,26,3,0,0
6/8/2024,ME,1131,8,1,0,0
6/8/2024,MI,12429,81,9,0,0
6/8/2024,MO,3724,22,4,0,0
6/8/2024,MS,2485,10,11,0,0
6/8/2024,MT,975,15,0,0,0
6/8/2024,ND,292,1,0,0,0
6/8/2024,NE,224,4,1,1,1
6/8/2024,NY,14472,216,10,0,0
6/8/2024,OH,5229,52,3,1,0
6/8/2024,OK,1309,8,1,0,0
6/8/2024,OR,2584,46,16,0,0
6/15/2024,AL,300,2,0,0,0
6/15/2024,AR,2007,20,5,0,0
6/15/2024,AZ,5900,130,69,2,2
6/15/2024,CA,26513,754,58,0,0
6/15/2024,CO,1445,20,3,0,0
6/15/2024,CT,5351,72,2,0,0
6/15/2024,DC,1764,11,0,0,0
6/15/2024,DE,1554,14,0,0,0
6/15/2024,FL,10549,325,80,0,0
6/15/2024,GA,3098,18,1,0,0
6/15/2024,HI,648,54,3,0,0
6/15/2024,IA,2636,20,1,0,0
6/15/2024,IL,7516,99,9,0,0
6/15/2024,IN,4468,49,2,0,0
6/15/2024,KS,749,3,1,0,0
6/15/2024,KY,2229,23,3,2,2
6/15/2024,LA,3576,37,4,0,0
6/15/2024,MD,2286,17,0,0,0
6/15/2024,ME,1148,5,3,0,0
6/15/2024,MI,12552,88,9,0,0
6/15/2024,MO,3364,41,3,0,0
6/15/2024,MS,2544,8,13,0,0
6/15/2024,MT,956,13,2,0,0
6/15/2024,ND,186,0,0,0,0
6/15/2024,NE,859,7,0,0,0
6/15/2024,NJ,14546,194,25,0,0
6/15/2024,NY,14296,184,10,0,0
6/15/2024,OH,5158,39,3,1,0
6/15/2024,OK,1276,12,1,0,0
6/15/2024,OR,2547,59,6,0,0
6/15/2024,PA,17487,134,80,0,0
6/15/2024,PR,469,24,6,0,0
6/15/2024,SD,190,5,0,0,0
6/15/2024,TX,2954,6,1,0,0
6/15/2024,VA,4536,52,40,0,0
6/15/2024,WA,9601,207,20,0,0
6/15/2024,WY,566,3,4,0,0
6/22/2024,AL,316,2,0,0,0
6/22/2024,AR,2092,28,5,0,0
6/22/2024,AZ,5864,149,44,2,2
6/22/2024,CA,25411,905,64,2,0
6/22/2024,CO,1446,20,3,0,0
6/22/2024,CT,5227,72,3,1,1
6/22/2024,DE,1540,18,0,0,0
6/22/2024,FL,10628,487,64,0,0
6/22/2024,GA,3088,30,2,0,0
6/22/2024,HI,650,47,4,0,0
6/22/2024,IA,2638,14,0,0,0
6/22/2024,IL,7416,102,6,0,0
6/22/2024,IN,4372,49,5,0,0
6/22/2024,KS,691,4,1,0,0
6/22/2024,KY,2206,17,1,1,1
6/22/2024,LA,3227,35,4,1,1
6/22/2024,MD,2296,37,0,0,0
6/22/2024,ME,222,5,1,0,0
6/22/2024,MI,12356,104,9,0,0
6/22/2024,MO,3368,33,3,0,0
6/22/2024,MS,2435,4,16,0,0
6/22/2024,MT,876,12,2,0,0
6/22/2024,ND,188,1,1,0,0
6/22/2024,NE,283,9,0,0,0
6/22/2024,NY,12690,222,7,0,0
6/22/2024,OH,5025,57,6,1,0
6/22/2024,OK,1274,24,1,0,0
6/22/2024,OR,2184,73,14,0,0
6/22/2024,PA,14243,114,51,1,1
6/22/2024,PR,490,30,10,0,0
6/22/2024,SD,174,2,0,0,0
6/22/2024,TX,2980,2,1,0,0
